date;weekday;weekend_jn;calls;calls_last_year;calls_last_year_same_weekday;calls_last_year_same_weekday_specialdaycorrection;checkins_known;checkouts_known;checkins_pred;checkouts_pred
2016-02-03;Donderdag;0;5067;6808;6882;6882;803;785;28556;29925
2016-02-04;Vrijdag;0;5127;7204;6854;6854;1100;732;28597;33330
2016-02-05;Zaterdag;1;5426;7156;6672;6672;2069;815;33190;33550
2016-02-06;Zondag;1;3872;8148;4218;4218;2724;1042;32219;23963
2016-02-07;Maandag;0;2938;5038;3348;3348;1103;2209;18575;29883
2016-02-08;Dinsdag;0;5828;3728;7192;7192;930;1526;32859;35047
2016-02-09;Woensdag;0;5374;7920;6808;6808;692;1650;27645;37536
2016-02-10;Donderdag;0;5516;7440;7204;7204;838;1267;30254;34186
2016-02-11;Vrijdag;0;5271;7586;7156;7156;1342;740;33612;33968
2016-02-12;Zaterdag;1;5584;7628;8148;8148;2354;787;39643;35213
2016-02-13;Zondag;1;4158;7802;5038;5038;2399;1271;36687;27421
2016-02-14;Maandag;0;2983;5598;3728;3728;907;3235;20183;41341
2016-02-15;Dinsdag;0;5580;4098;7920;7920;820;1954;30597;32127
2016-02-16;Woensdag;0;5598;7242;7440;7440;611;914;27776;36749
2016-02-17;Donderdag;0;5555;7170;7586;7586;482;678;27414;30632
2016-02-18;Vrijdag;0;5504;6946;7628;7628;766;728;27372;30859
2016-02-19;Zaterdag;1;5368;7000;7802;7802;1322;608;28878;30871
2016-02-20;Zondag;1;3726;7024;5598;5598;1332;852;24730;21944
2016-02-21;Maandag;0;2726;4850;4098;4098;568;1713;14868;24815
2016-02-22;Dinsdag;0;5927;3824;7242;7242;616;859;29950;31917
2016-02-23;Woensdag;0;5670;7994;7170;7170;463;604;29698;30295
2016-02-24;Donderdag;0;5337;7576;6946;6946;516;561;28541;29979
2016-02-25;Vrijdag;0;5690;7290;7000;7000;774;610;31352;34871
2016-02-26;Zaterdag;1;5799;7178;7024;7024;1316;622;35519;37242
2016-02-27;Zondag;1;3949;5859;4850;4850;1392;899;28752;25330
2016-02-28;Maandag;0;2973;4455;3824;3824;484;1816;17601;29461
2016-02-29;Dinsdag;0;6444;5896;7994;7994;405;1037;32575;37330
